age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
29,m,fit,69.0,law / legal services,True,False,unknown,25.0
22,f,curvy,65.0,student,False,True,cancer,20.0
40,m,fit,70.0,artistic / musical / writer,True,True,taurus,40.0
51,m,average,74.0,science / tech / engineering,True,True,unknown,50.0
26,f,fit,64.0,education / academia,True,True,aries,25.0
27,f,curvy,65.0,artistic / musical / writer,True,True,aquarius,25.0
22,m,average,68.0,computer / hardware / software,True,True,aries,20.0
27,f,curvy,67.0,artistic / musical / writer,False,False,sagittarius,25.0
36,m,athletic,69.0,computer / hardware / software,False,True,unknown,35.0
41,m,fit,72.0,executive / management,True,False,capricorn,40.0
21,f,rather not say,67.0,other,True,False,virgo,20.0
39,f,average,67.0,other,False,True,sagittarius,35.0
24,m,fit,72.0,computer / hardware / software,False,True,taurus,20.0
28,m,athletic,70.0,executive / management,False,True,virgo,25.0
20,m,fit,69.0,student,True,True,aries,20.0
26,m,athletic,72.0,medicine / health,True,False,leo,25.0
32,m,thin,70.0,artistic / musical / writer,True,False,aquarius,30.0
31,m,athletic,66.0,medicine / health,True,False,taurus,30.0
43,m,athletic,68.0,medicine / health,True,True,sagittarius,40.0
27,m,athletic,69.0,entertainment / media,True,True,pisces,25.0
49,f,athletic,66.0,artistic / musical / writer,True,True,aquarius,45.0
41,f,curvy,70.0,not specified,False,False,gemini,40.0
49,f,average,64.0,other,False,True,pisces,45.0
21,f,rather not say,69.0,student,False,False,unknown,20.0
25,f,athletic,67.0,clerical / administrative,False,True,taurus,25.0
51,f,average,63.0,computer / hardware / software,True,True,pisces,50.0
22,f,rather not say,67.0,student,True,True,taurus,20.0
41,f,fit,64.0,entertainment / media,False,False,aries,40.0
37,m,average,71.0,other,True,False,scorpio,35.0
23,f,used up,68.0,rather not say,True,True,aquarius,20.0
39,f,fit,66.0,education / academia,False,True,taurus,35.0
23,f,fit,64.0,not specified,True,False,capricorn,20.0
51,m,a little extra,72.0,computer / hardware / software,False,True,sagittarius,50.0
38,f,average,68.0,science / tech / engineering,False,True,unknown,35.0
40,m,athletic,68.0,medicine / health,True,False,aquarius,40.0
26,m,a little extra,70.0,computer / hardware / software,False,True,unknown,25.0
49,f,thin,66.0,other,False,True,aries,45.0
25,m,fit,9.0,artistic / musical / writer,False,False,leo,25.0
25,f,average,68.0,sales / marketing / biz dev,True,False,unknown,25.0
24,f,athletic,64.0,other,True,False,unknown,20.0
26,f,fit,65.0,not specified,True,False,unknown,25.0
28,f,fit,66.0,sales / marketing / biz dev,True,True,gemini,25.0
25,f,rather not say,64.0,clerical / administrative,True,False,pisces,25.0
21,f,average,59.0,not specified,False,True,pisces,20.0
35,f,average,67.0,education / academia,False,False,aquarius,35.0
49,f,rather not say,63.0,executive / management,False,False,sagittarius,45.0
19,f,average,63.0,student,False,False,sagittarius,15.0
42,f,rather not say,66.0,computer / hardware / software,False,True,sagittarius,40.0
31,f,a little extra,66.0,other,True,True,capricorn,30.0
49,m,fit,70.0,education / academia,True,False,leo,45.0
26,m,athletic,80.0,other,True,False,scorpio,25.0
32,m,athletic,69.0,medicine / health,False,True,gemini,30.0
37,m,athletic,67.0,science / tech / engineering,True,True,pisces,35.0
36,m,athletic,74.0,executive / management,True,False,leo,35.0
62,f,average,62.0,education / academia,False,True,cancer,60.0
25,m,average,72.0,construction / craftsmanship,False,True,aries,25.0
20,m,average,70.0,student,False,False,sagittarius,20.0
43,m,athletic,72.0,medicine / health,True,False,libra,40.0
23,f,thin,67.0,other,True,True,virgo,20.0
38,m,fit,73.0,computer / hardware / software,False,True,sagittarius,35.0
30,m,athletic,68.0,science / tech / engineering,False,True,pisces,30.0
18,m,thin,74.0,student,False,True,aries,15.0
26,m,average,68.0,computer / hardware / software,False,False,scorpio,25.0
38,m,average,71.0,entertainment / media,True,False,sagittarius,35.0
22,f,a little extra,64.0,sales / marketing / biz dev,True,True,capricorn,20.0
25,m,athletic,74.0,banking / financial / real estate,False,True,pisces,25.0
23,m,athletic,76.0,artistic / musical / writer,True,True,capricorn,20.0
32,m,fit,70.0,not specified,False,False,unknown,30.0
18,f,average,66.0,student,True,False,capricorn,15.0
31,f,curvy,64.0,other,True,True,pisces,30.0
24,f,athletic,68.0,not specified,False,False,gemini,20.0
21,m,average,67.0,sales / marketing / biz dev,False,True,scorpio,20.0
33,f,thin,64.0,science / tech / engineering,True,False,libra,30.0
42,f,average,69.0,rather not say,False,False,pisces,40.0
31,f,fit,67.0,not specified,True,False,capricorn,30.0
29,m,a little extra,71.0,education / academia,False,False,scorpio,25.0
25,f,fit,65.0,clerical / administrative,False,True,pisces,25.0
37,m,athletic,74.0,entertainment / media,True,False,taurus,35.0
38,m,fit,74.0,medicine / health,True,True,scorpio,35.0
39,m,athletic,68.0,sales / marketing / biz dev,False,True,unknown,35.0
37,m,athletic,68.0,executive / management,True,False,unknown,35.0
26,m,athletic,71.0,student,True,True,cancer,25.0
26,m,average,67.0,computer / hardware / software,True,False,libra,25.0
48,m,athletic,68.0,not specified,True,False,aries,45.0
27,m,fit,65.0,sales / marketing / biz dev,True,True,scorpio,25.0
24,f,fit,70.0,computer / hardware / software,True,True,libra,20.0
23,m,fit,67.0,artistic / musical / writer,False,True,libra,20.0
24,m,average,66.0,student,False,True,leo,20.0
41,m,fit,69.0,executive / management,True,False,aquarius,40.0
31,m,thin,73.0,not specified,False,True,aquarius,30.0
39,f,fit,68.0,not specified,False,False,aquarius,35.0
30,f,average,69.0,artistic / musical / writer,True,True,aries,30.0
34,m,skinny,71.0,construction / craftsmanship,False,True,capricorn,30.0
34,f,fit,66.0,other,False,True,cancer,30.0
26,m,used up,70.0,political / government,False,True,unknown,25.0
39,m,average,73.0,student,True,True,capricorn,35.0
21,f,a little extra,65.0,student,True,False,scorpio,20.0
37,f,rather not say,65.0,entertainment / media,True,False,capricorn,35.0
31,m,skinny,66.0,artistic / musical / writer,True,False,scorpio,30.0
23,m,fit,70.0,not specified,True,False,unknown,20.0
25,m,fit,67.0,sales / marketing / biz dev,True,False,cancer,25.0
24,f,fit,69.0,law / legal services,True,True,scorpio,20.0
25,m,fit,68.0,computer / hardware / software,False,False,libra,25.0
19,m,a little extra,71.0,student,False,True,capricorn,15.0
33,f,curvy,67.0,science / tech / engineering,False,False,taurus,30.0
29,m,athletic,76.0,not specified,False,True,libra,25.0
28,m,rather not say,72.0,education / academia,True,True,libra,25.0
28,m,fit,70.0,sales / marketing / biz dev,False,False,unknown,25.0
30,f,rather not say,65.0,law / legal services,True,True,taurus,30.0
33,m,fit,68.0,medicine / health,True,False,aquarius,30.0
23,f,curvy,63.0,education / academia,False,True,virgo,20.0
25,f,average,67.0,student,False,True,sagittarius,25.0
49,m,average,69.0,banking / financial / real estate,True,False,cancer,45.0
35,f,fit,63.0,other,True,True,gemini,35.0
37,f,athletic,64.0,education / academia,False,True,scorpio,35.0
39,f,thin,62.0,medicine / health,False,True,unknown,35.0
40,m,average,72.0,sales / marketing / biz dev,True,True,virgo,40.0
25,m,athletic,66.0,student,False,True,sagittarius,25.0
25,m,used up,69.0,other,False,False,leo,25.0
27,m,skinny,74.0,student,False,False,taurus,25.0
25,m,average,68.0,artistic / musical / writer,True,False,aquarius,25.0
29,f,athletic,70.0,sales / marketing / biz dev,True,True,capricorn,25.0
26,m,average,71.0,other,False,True,scorpio,25.0
32,f,curvy,64.0,banking / financial / real estate,False,True,scorpio,30.0
27,m,athletic,72.0,construction / craftsmanship,True,True,aquarius,25.0
25,m,average,64.0,computer / hardware / software,False,False,gemini,25.0
51,m,athletic,71.0,entertainment / media,False,True,leo,50.0
27,f,curvy,66.0,law / legal services,True,True,capricorn,25.0
26,f,curvy,61.0,artistic / musical / writer,True,True,aries,25.0
30,m,fit,67.0,not specified,True,False,unknown,30.0
28,m,athletic,72.0,not specified,True,True,leo,25.0
22,m,average,69.0,sales / marketing / biz dev,False,True,unknown,20.0
39,m,a little extra,72.0,computer / hardware / software,True,False,virgo,35.0
39,m,average,74.0,executive / management,False,True,capricorn,35.0
27,m,athletic,63.0,other,True,True,leo,25.0
35,f,average,63.0,other,True,False,aquarius,35.0
23,m,fit,68.0,other,False,False,aquarius,20.0
46,f,fit,68.0,banking / financial / real estate,False,False,aquarius,45.0
27,f,athletic,71.0,education / academia,True,True,taurus,25.0
49,m,athletic,72.0,education / academia,False,False,leo,45.0
35,m,athletic,66.0,science / tech / engineering,False,True,scorpio,35.0
28,f,a little extra,65.0,clerical / administrative,False,False,sagittarius,25.0
27,f,fit,67.0,not specified,False,True,libra,25.0
43,f,rather not say,70.0,executive / management,True,False,sagittarius,40.0
53,m,average,72.0,executive / management,False,False,pisces,50.0
44,m,thin,70.0,law / legal services,True,False,sagittarius,40.0
27,m,overweight,66.0,science / tech / engineering,False,True,unknown,25.0
27,m,rather not say,72.0,education / academia,False,False,unknown,25.0
27,f,average,65.0,other,False,True,aries,25.0
49,f,average,65.0,sales / marketing / biz dev,True,True,aquarius,45.0
23,f,curvy,69.0,other,True,True,scorpio,20.0
34,f,average,67.0,medicine / health,True,True,unknown,30.0
21,f,thin,72.0,student,True,False,virgo,20.0
32,m,athletic,71.0,banking / financial / real estate,True,True,taurus,30.0
40,f,athletic,68.0,medicine / health,False,True,unknown,40.0
27,f,fit,64.0,medicine / health,True,False,unknown,25.0
22,f,rather not say,62.0,not specified,False,True,sagittarius,20.0
27,m,athletic,64.0,political / government,False,True,unknown,25.0
42,m,skinny,67.0,medicine / health,False,True,unknown,40.0
56,m,athletic,70.0,medicine / health,False,False,unknown,55.0
28,m,fit,65.0,transportation,False,False,unknown,25.0
31,f,athletic,68.0,banking / financial / real estate,False,False,scorpio,30.0
30,m,athletic,73.0,not specified,True,True,unknown,30.0
44,m,average,71.0,sales / marketing / biz dev,False,True,aquarius,40.0
19,m,average,77.0,student,False,True,pisces,15.0
29,f,curvy,60.0,other,False,True,libra,25.0
24,m,average,72.0,computer / hardware / software,False,True,leo,20.0
40,m,fit,70.0,computer / hardware / software,True,False,pisces,40.0
40,f,thin,64.0,education / academia,False,False,virgo,40.0
28,f,average,68.0,other,False,True,virgo,25.0
25,f,rather not say,65.0,not specified,True,False,aquarius,25.0
20,f,average,63.0,entertainment / media,False,True,sagittarius,20.0
31,m,fit,71.0,hospitality / travel,True,True,scorpio,30.0
31,m,rather not say,71.0,executive / management,True,True,scorpio,30.0
43,m,fit,71.0,not specified,True,False,unknown,40.0
30,f,fit,63.0,student,True,False,aquarius,30.0
25,m,athletic,66.0,artistic / musical / writer,True,True,sagittarius,25.0
31,f,fit,67.0,executive / management,True,False,unknown,30.0
35,m,average,69.0,entertainment / media,True,True,cancer,35.0
29,m,athletic,69.0,law / legal services,False,True,aquarius,25.0
28,m,average,74.0,other,True,False,leo,25.0
31,m,athletic,73.0,education / academia,True,False,unknown,30.0
26,m,thin,69.0,artistic / musical / writer,True,False,capricorn,25.0
25,m,fit,73.0,other,False,True,aries,25.0
34,m,a little extra,68.0,banking / financial / real estate,False,True,taurus,30.0
39,m,athletic,69.0,artistic / musical / writer,True,False,unknown,35.0
26,m,average,72.0,student,False,False,sagittarius,25.0
28,m,rather not say,72.0,not specified,False,False,unknown,25.0
39,m,fit,74.0,political / government,True,True,sagittarius,35.0
26,f,average,66.0,science / tech / engineering,True,True,capricorn,25.0
26,f,fit,70.0,other,True,True,scorpio,25.0
24,f,rather not say,62.0,student,False,True,capricorn,20.0
66,f,fit,62.0,education / academia,True,False,virgo,65.0
37,f,curvy,66.0,medicine / health,False,False,aquarius,35.0
24,m,fit,70.0,computer / hardware / software,False,True,gemini,20.0
33,m,thin,71.0,clerical / administrative,False,True,gemini,30.0
29,m,rather not say,68.0,not specified,True,False,unknown,25.0
25,f,athletic,62.0,other,True,True,gemini,25.0
24,m,athletic,73.0,sales / marketing / biz dev,True,False,aries,20.0
40,m,fit,67.0,not specified,False,True,unknown,40.0
39,f,average,62.0,education / academia,True,True,cancer,35.0
34,m,thin,73.0,artistic / musical / writer,True,True,aries,30.0
40,m,a little extra,67.0,clerical / administrative,False,False,leo,40.0
52,m,average,67.0,banking / financial / real estate,False,True,aquarius,50.0
25,m,fit,72.0,banking / financial / real estate,True,False,unknown,25.0
26,f,curvy,65.0,student,True,False,sagittarius,25.0
30,m,average,70.0,computer / hardware / software,True,True,virgo,30.0
28,m,average,68.0,student,True,True,aries,25.0
25,m,skinny,72.0,artistic / musical / writer,False,True,unknown,25.0
30,m,average,73.0,artistic / musical / writer,False,False,unknown,30.0
25,m,fit,62.0,construction / craftsmanship,True,False,virgo,25.0
19,f,a little extra,59.0,student,False,True,virgo,15.0
38,m,athletic,70.0,science / tech / engineering,True,True,sagittarius,35.0
28,m,fit,73.0,other,False,False,unknown,25.0
27,m,a little extra,67.0,unemployed,False,True,scorpio,25.0
31,f,thin,63.0,clerical / administrative,True,False,virgo,30.0
20,m,average,65.0,student,True,False,scorpio,20.0
27,m,average,72.0,hospitality / travel,True,False,cancer,25.0
30,f,average,66.0,education / academia,True,True,aries,30.0
40,m,fit,63.0,science / tech / engineering,True,True,capricorn,40.0
27,f,fit,63.0,science / tech / engineering,True,True,leo,25.0
34,f,curvy,64.0,artistic / musical / writer,True,True,leo,30.0
27,m,fit,68.0,not specified,False,False,unknown,25.0
24,m,average,75.0,construction / craftsmanship,False,False,scorpio,20.0
30,f,average,62.0,student,True,True,unknown,30.0
56,m,athletic,70.0,construction / craftsmanship,True,True,capricorn,55.0
32,f,rather not say,64.0,clerical / administrative,False,False,taurus,30.0
23,f,average,67.0,artistic / musical / writer,True,True,leo,20.0
25,f,thin,68.0,medicine / health,True,True,sagittarius,25.0
23,m,athletic,75.0,sales / marketing / biz dev,True,False,unknown,20.0
43,m,athletic,70.0,sales / marketing / biz dev,True,False,libra,40.0
25,f,thin,63.0,sales / marketing / biz dev,True,True,libra,25.0
46,m,average,74.0,other,False,False,unknown,45.0
23,m,fit,73.0,clerical / administrative,True,False,capricorn,20.0
27,m,average,72.0,other,False,True,scorpio,25.0
29,m,fit,69.0,other,True,True,aries,25.0
42,f,fit,69.0,medicine / health,False,True,aquarius,40.0
24,m,athletic,70.0,science / tech / engineering,True,False,unknown,20.0
36,m,athletic,71.0,student,True,False,pisces,35.0
43,f,fit,63.0,unemployed,False,True,cancer,40.0
34,f,curvy,62.0,law / legal services,False,False,libra,30.0
24,m,athletic,75.0,other,True,True,unknown,20.0
27,m,curvy,71.0,science / tech / engineering,True,True,sagittarius,25.0
28,f,curvy,66.0,artistic / musical / writer,False,False,taurus,25.0
31,f,average,66.0,education / academia,True,True,capricorn,30.0
26,m,fit,70.0,not specified,False,False,unknown,25.0
26,f,curvy,65.0,entertainment / media,True,True,capricorn,25.0
27,m,a little extra,73.0,unemployed,True,True,unknown,25.0
32,f,curvy,68.0,other,True,False,taurus,30.0
56,f,rather not say,64.0,computer / hardware / software,False,True,leo,55.0
42,f,curvy,63.0,sales / marketing / biz dev,True,False,libra,40.0
47,m,average,73.0,construction / craftsmanship,False,False,capricorn,45.0
29,f,jacked,65.0,education / academia,False,True,scorpio,25.0
24,m,athletic,71.0,science / tech / engineering,True,True,aries,20.0
38,f,athletic,64.0,executive / management,True,False,unknown,35.0
33,m,a little extra,70.0,student,False,False,taurus,30.0
48,f,fit,66.0,education / academia,False,True,unknown,45.0
58,m,average,74.0,construction / craftsmanship,False,True,capricorn,55.0
26,f,athletic,70.0,not specified,True,False,virgo,25.0
26,m,fit,71.0,not specified,True,False,unknown,25.0
27,f,athletic,64.0,education / academia,False,False,gemini,25.0
26,m,fit,67.0,other,False,True,aries,25.0
22,f,rather not say,67.0,other,False,False,aquarius,20.0
35,f,fit,67.0,hospitality / travel,True,True,cancer,35.0
28,m,average,67.0,banking / financial / real estate,True,False,aries,25.0
